    12,     28
    28,     12
   -36,     28
    28,    -28
    36,     28
   -20,    -36
    -4,     12
     4,    -36
    20,      4
    20,     12
   -36,    -28
    20,    -28
    20,      4
   -20,     -4
     4,     -4
   -36,      4
   -28,    -20
    28,    -20
     4,    -20
    20,      4
    36,     12
   -28,    -36
    12,    -28
    28,    -12
    36,     -4
     4,     28
    44,    -12
   -28,      4
    36,     12
   -36,    -20
    44,      4
   -28,    -36
    -4,     12
   -28,    -44
   -20,    -36
    12,     20
    44,     28
   -12,     28
    20,     20
   -28,    -36
   -20,     28
   -28,     28
     4,     20
     4,    -20
   -36,    -12
   -20,     -4
   -20,     20
    36,      4
    44,      4
     4,     28
    -4,     12
    36,    -12
    36,     12
   -36,    -28
   -12,    -44
   -20,    -12
    20,      4
   -12,     12
    12,     36
   -44,    -28
     4,     28
    -4,     28
    28,     36
    44,     20
    28,      4
    20,      4
     4,    -36
   -36,     20
   -36,     12
    -4,     28
    12,     12
    -4,     28
    12,     28
   -44,    -12
    28,     -4
   -12,    -28
   -44,     20
    -4,     28
    12,    -36
   -20,    -28
   -12,    -20
    12,      4
    12,     36
     4,    -36
    28,    -20
    -4,    -28
     4,     28
     4,     28
   -28,     28
    20,     36
   -20,     44
    -4,    -36
     4,     44
     4,     12
    28,    -12
   -36,     28
    20,     36
   -20,    -28
   -28,     44
   -12,     12
   -36,    -28
     4,    -20
    -4,    -12
     4,     44
   -36,    -20
    20,    -44
    -4,     20
    36,     12
    44,     28
    44,    -12
   -20,     20
   -12,     36
   -44,    -20
    28,    -28
   -36,     12
    12,     20
    28,    -36
    20,    -12
   -12,     36
   -20,     28
   -20,    -44
    20,     12
   -28,     36
     4,     12
    12,     28
    12,    -12
   -12,     36
   -28,     12
    -4,     20
     4,     -4
   -28,    -12
    28,    -28
   -36,    -12
    -4,     20
   -36,      4
   -36,     20
    12,    -12
    12,     36
     4,    -36
   -36,      4
    12,    -20
    12,    -44
   -12,    -28
    28,     44
   -28,     12
   -20,     44
   -44,     -4
   -12,    -44
   -36,    -12
   -44,     -4
   -28,    -20
    -4,    -36
    28,     12
    20,     28
   -20,     -4
   -20,     -4
   -12,     12
    28,     12
   -12,    -12
   -12,    -36
     4,     12
   -28,     20
   -44,     -4
   -28,     12
   -20,    -36
   -36,     28
    20,     28
    20,      4
    20,     44
    -4,    -44
   -44,     -4
   -12,    -20
    12,     20
   -28,     44
   -28,    -44
   -36,    -20
    36,     12
    44,    -20
    36,      4
   -20,     20
     4,    -36
    -4,    -20
    44,    -12
   -44,     28
    36,    -12
   -36,    -12
   -12,    -12
    36,     28
     4,     12
   -12,     36
    28,     -4
     4,     12
   -20,     -4
   -28,    -12
   -20,     20
    -4,    -12
    28,     44
    28,     44
    12,     28
     4,    -20
    36,      4
   -28,     28
     4,    -12
    28,    -36
   -12,    -28
    20,     28
    28,     28
     4,    -36
    12,    -44
    12,     44
   -44,      4
    -4,     -4
   -20,    -28
   -44,    -20
    12,    -28
   -44,     28
   -44,    -28
   -36,    -20
   -44,    -20
   -28,    -12
    -4,    -12
    28,     -4
   -28,    -12
   -36,    -12
    28,     12
    20,    -20
   -20,     28
   -12,    -36
    -4,     20
   -28,    -28
    20,    -36
    -4,     20
    20,    -44
    44,     12
   -44,    -28
   -12,    -44
    -4,    -20
   -12,     28
   -28,     -4
    28,     44
   -12,     36
    -4,     20
     4,     -4
    -4,     44
    28,     -4
    44,    -20
   -20,     -4
    12,     36
   -44,     -4
   -20,      4
    20,     12
    28,    -44
     4,     36
   -44,    -20
   -20,     -4
    12,    -44
    36,     -4
   -28,      4
   -12,    -12
    20,     -4
   -28,    -36
    28,     20
    28,    -28
     4,    -20
   -20,    -36
    -4,     20
   -12,      4
    36,    -12
   -36,     20
    44,    -28
   -20,    -44
    36,     12
   -20,    -12
     4,     12
    44,     12
    28,     12
    28,      4
   -12,      4
    44,     20
   -44,     20
    -4,     44
    44,    -12
    28,     36
   -20,    -20
    28,     12
    12,    -36
    12,    -44
    12,     -4
     4,    -12
    20,     44
   -36,    -12
   -44,     -4
    28,     20
    -4,     44
   -20,     -4
   -36,    -20
    20,    -20
    44,     12
    28,     36
   -20,    -28
    -4,    -44
    36,    -12
   -28,    -44
   -20,     44
     4,     36
   -20,    -36
    12,     28
    12,     28
    44,    -28
   -36,     12
    36,    -28
     4,     36
    20,    -28
    36,     12
     4,     -4
   -20,      4
   -28,    -12
    12,     20
   -12,     36
   -36,     20
   -36,     -4
   -28,      4
    12,      4
     4,     -4
    -4,    -44
   -28,     12
     4,     44
   -28,    -20
    36,    -28
    36,     28
    -4,    -20
   -28,    -12
   -28,     44
    20,    -20
   -36,    -20
   -20,    -44
   -12,    -12
   -44,     20
   -20,     -4
   -12,     12
    20,     20
    28,    -20
    -4,    -36
    44,     -4
    -4,      4
   -28,     -4
     4,    -36
    20,     28
   -28,    -20
    20,    -20
    -4,     -4
    44,     20
    36,    -20
    28,    -44
    44,     20
    36,    -20
   -36,     -4
   -36,     28
    20,    -12
   -36,    -20
   -28,    -36
     4,    -44
    28,     28
    36,    -20
   -44,     28
   -12,    -12
   -20,      4
    20,    -20
   -36,    -28
    12,    -20
    36,      4
   -28,     28
   -44,     28
   -28,     -4
   -20,    -20
   -12,    -44
    12,     44
   -44,    -28
   -28,     20
    12,     36
    -4,     28
    -4,    -20
    12,    -36
    -4,     20
    12,     20
    20,    -20
    44,    -20
   -12,    -28
    12,     36
